2023-12-18 12:12:776 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 12:12:39 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 12:12:754 INFO  HomePage :66 - Getting text from: [[ChromeDriver: chrome on windows (88da3693e795585c6037785cb7bcb19e)] -> xpath: //h2[contains(text(),'Desktops')]]
2023-12-18 12:12:968 INFO  HomePage :71 - mouse hover on laptopsAndNotebooksLink and click.
2023-12-18 12:12:135 INFO  HomePage :46 - Selecting a topMenu: Show AllLaptops & Notebooks
2023-12-18 12:12:896 INFO  HomePage :76 - Getting text from: [[ChromeDriver: chrome on windows (9c181065123a77c7717455ed10d37364)] -> xpath: //h2[contains(text(),'Laptops & Notebooks')]]
2023-12-18 12:12:965 INFO  HomePage :81 - mouse hover on componentsLink and click.
2023-12-18 12:12:126 INFO  HomePage :46 - Selecting a topMenu: Show AllComponents
2023-12-18 12:12:797 INFO  HomePage :86 - Getting text from: [[ChromeDriver: chrome on windows (3e32d6ef5f18507effbd817742442c6f)] -> xpath: //h2[contains(text(),'Components')]]
2023-12-18 12:12:16 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 12:12:267 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 12:12:86 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 12:12:270 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:536 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:748 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:07 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:227 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:33 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:225 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:451 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:609 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:800 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:983 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:718 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:922 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 13:12:936 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 13:12:144 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:383 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:631 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:79 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (f8f78634179856424667705f9221b4bc)] -> id: input-sort]
2023-12-18 14:12:715 INFO  DesktopsPage :236 - Displaying products in descending order
2023-12-18 14:12:460 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:629 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:826 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (44e0f6f5fb4d3c366b3be8b593df1b6d)] -> id: input-sort]
2023-12-18 14:12:437 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:165 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:359 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:686 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (6bd000b0cd7c36066d8b946a7fba5019)] -> id: input-sort]
2023-12-18 14:12:615 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:546 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:725 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:924 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (db2481447ae7bfc4e068d051024e48a4)] -> id: input-sort]
2023-12-18 14:12:515 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:805 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:997 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:343 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (974a413d439d04c981ec5df50e937e68)] -> id: input-sort]
2023-12-18 14:12:980 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:601 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:784 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:02 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (783d1434ff9c1148aa072e2317c387fd)] -> id: input-sort]
2023-12-18 14:12:501 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:38 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:214 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:537 INFO  DesktopsPage :226 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (9f88933f7d3d0bc6bafe54d0cd13ca62)] -> id: input-sort]
2023-12-18 14:12:448 INFO  DesktopsPage :179 -  enter QuantityProxy element for: DefaultElementLocator 'By.xpath: //input[@id='input-quantity']'
2023-12-18 14:12:221 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 14:12:400 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 14:12:396 INFO  HomePage :66 - Getting text from: [[ChromeDriver: chrome on windows (9ed0a7938970b9aa44c260d947310961)] -> xpath: //h2[contains(text(),'Desktops')]]
2023-12-18 14:12:865 INFO  HomePage :71 - mouse hover on laptopsAndNotebooksLink and click.
2023-12-18 14:12:61 INFO  HomePage :46 - Selecting a topMenu: Show AllLaptops & Notebooks
2023-12-18 14:12:785 INFO  HomePage :76 - Getting text from: [[ChromeDriver: chrome on windows (05288ca6cb454e6a12fd65f29d55e3d8)] -> xpath: //h2[contains(text(),'Laptops & Notebooks')]]
2023-12-18 14:12:408 INFO  HomePage :81 - mouse hover on componentsLink and click.
2023-12-18 14:12:594 INFO  HomePage :46 - Selecting a topMenu: Show AllComponents
2023-12-18 14:12:372 INFO  HomePage :86 - Getting text from: [[ChromeDriver: chrome on windows (adea7f5fa824ef687f93af3751eb9756)] -> xpath: //h2[contains(text(),'Components')]]
2023-12-18 15:12:166 INFO  HomePage :61 - mouse hover on desktoplink and click.
2023-12-18 15:12:371 INFO  HomePage :46 - Selecting a topMenu: Show AllDesktops
2023-12-18 15:12:173 INFO  DesktopsPage :225 - Selection of sort by position Name: A to A[[ChromeDriver: chrome on windows (c5f1f440650bb3464a5d92b8d78d62ca)] -> id: input-sort]
2023-12-18 15:12:943 INFO  DesktopsPage :235 - Displaying products in descending order
2023-12-18 15:12:516 INFO  DesktopsPage :112 - Click On poundSterling[[ChromeDriver: chrome on windows (0cc043f4f6a52860d01e71a917868b85)] -> xpath: //button[normalize-space()='£Pound Sterling']]
2023-12-18 15:12:317 INFO  HomePage :61 - mouse hover on desktoplink and click.
